0 24,0.82524,0.83690,32.67824,28.83998,553.68307,49.52162,489.71157,2222.18475,4879.46667,4118.76471,4947.38431,1388149,64608
0 33,0.98093,0.95365,49.52162,489.71157,2222.18475,0.00000,702.21072,2865.62543,1670.51765,1614.14902,2081.85491,1293226,56608
0 19,0.99016,0.92401,0.00000,702.21072,2865.62543,41.90067,1138.27702,3333.48544,1906.53726,1212.29412,1203.03922,843020,42035
0 28,0.10511,0.52464,41.90067,1138.27702,3333.48544,80.46493,1842.26291,4216.82898,1939.96862,723.70981,802.03137,544596,36018
0 49,0.78500,0.85510,80.46493,1842.26291,4216.82898,50.33857,2362.12757,5183.98593,968.52549,501.86274,477.27843,547707,39947
0 50,0.32975,0.77912,50.33857,2362.12757,5183.98593,51.33570,1298.64038,3726.01498,710.76863,215.12941,579.61176,517021,39064
0 59,0.75574,0.81555,51.33570,1298.64038,3726.01498,57.72888,771.41104,2689.48175,425.66274,466.80784,1147.84706,671546,38687
0 16,0.76532,0.78631,57.72888,771.41104,2689.48175,34.29018,140.74272,1011.31821,70.25098,180.89804,519.98431,630614,40557
0 17,0.86763,0.93901,34.29018,140.74272,1011.31821,53.01262,634.67464,2360.82297,428.73726,404.98431,720.39608,654707,42088
0 13,0.36842,0.13894,53.01262,634.67464,2360.82297,119.76562,2380.76024,5283.43683,1170.24314,385.52941,4296.90588,788431,39068
1 18,0.12301,0.10842,119.76562,2380.76024,5283.43683,18.78910,1490.05944,3561.07455,1811.98431,1604.59608,3516.30196,1211737,44088
0 36,0.63299,0.42051,18.78910,1490.05944,3561.07455,22.39743,228.17915,1332.15051,28.25491,162.36078,439.6549,487066,39757
1 18,0.47569,0.65175,22.39743,228.17915,1332.15051,78.15454,604.40838,2004.94836,1444.58039,2624.54902,4683.27059,1460018,49769
1 16,0.75086,0.25990,78.15454,604.40838,2004.94836,32.95208,49.36561,543.65445,469.30981,1792.53726,4329.01177,848898,36705
0 69,0.98613,0.94496,32.95208,49.36561,543.65445,23.41850,161.75695,834.34302,693.50588,411.32549,526.89804,473800,36573
0 63,0.92078,0.96202,23.41850,161.75695,834.34302,127.12754,467.85572,2092.00961,93.4353,4.03137,73.2,438270,37332
0 61,1.00000,1.00000,127.12754,467.85572,2092.00961,97.82406,288.09881,1321.22357,54.06275,254.18824,120.23921,282184,34891
0 75,0.99887,0.98157,97.82406,288.09881,1321.22357,118.86078,260.17311,1464.28705,482.8549,362.64706,382.72941,431769,39354
1 18,0.55203,0.37541,118.86078,260.17311,1464.28705,55.98471,652.87801,1849.78998,1002.72549,1236.03922,3298.73725,1265232,48280
0 43,0.97582,0.96221,55.98471,652.87801,1849.78998,91.50905,551.10894,2078.75366,292.93726,178.75687,509.12157,688113,42769
